effort_id,vessel_nationality_code,fishing_purpose_code,gear_type_code,target_species_code,asd_code,season_ccamlr,year,month,vessel_size_category_code,vessel_count,fishing_days,trawl_duration_hours,haul_count,hook_count,pot_count
234,ESP,S,OTM,KRI,481,1987,1987,1,10,1,,103.8,,,
240,ESP,S,OTM,KRI,482,1987,1987,1,10,1,,42.9,,,
467,JPN,C,OTM,KRI,481,1987,1987,1,10,7,176,1815,1427,,
472,JPN,C,OTM,KRI,482,1987,1987,1,10,7,38,254,224,,
481,JPN,C,OTM,KRI,5841,1987,1987,1,10,1,30,200,250,,
476,JPN,C,OTM,KRI,881,1987,1987,1,10,1,2,5,9,,
504,KOR,C,OTM,KRI,481,1987,1987,1,10,1,4,8.6,,,
507,KOR,C,OTM,KRI,482,1987,1987,1,10,1,2,6,,,
602,POL,C,OTB,ANI,483,1987,1987,1,10,,36,476,,,
942,SUN,C,OTB,MZZ,483,1987,1987,1,10,,458,5985,,,
952,SUN,C,OTB,MZZ,483,1987,1987,1,11,,133,1903,,,
1002,SUN,C,OTB,MZZ,585,1987,1987,1,10,,19,150,,,
927,SUN,C,OTM,KRI,482,1987,1987,1,10,,31,431,,,
978,SUN,C,OTM,KRI,483,1987,1987,1,10,,80,813,,,
968,SUN,C,OTM,KRI,483,1987,1987,1,11,,120,1419,,,
995,SUN,C,OTM,KRI,584,1987,1987,1,10,,117,1310,,,
1007,SUN,C,OTM,KRI,883,1987,1987,1,10,,1,9,,,
992,SUN,S,OT,MZZ,584,1987,1987,1,,,,,,,
1786,SUN,S,OTB,NOS,5844a,1987,1987,1,10,4,29,301,,,
1850,SUN,S,OTB,NOS,5844b,1987,1987,1,10,4,18,258,,,
173,CHL,C,OTM,KRI,481,1987,1987,2,9,2,,270.8,,,
1255,CHL,C,OTM,KRI,482,1987,1987,2,10,,2,,18,,
226,DDR,C,OTB,ANI,483,1987,1987,2,,,13,,,,
231,ESP,S,OTB,MZZ,481,1987,1987,2,9,1,,12.5,,,
235,ESP,S,OTM,KRI,481,1987,1987,2,10,1,,19.1,,,
468,JPN,C,OTM,KRI,481,1987,1987,2,10,7,180,1274,1488,,
473,JPN,C,OTM,KRI,482,1987,1987,2,10,3,9,55,82,,
482,JPN,C,OTM,KRI,5841,1987,1987,2,10,1,26,147,215,,
477,JPN,C,OTM,KRI,881,1987,1987,2,10,1,4,19,20,,
505,KOR,C,OTM,KRI,481,1987,1987,2,10,1,27,126.6,,,
943,SUN,C,OTB,MZZ,483,1987,1987,2,10,,423,5250,,,
953,SUN,C,OTB,MZZ,483,1987,1987,2,11,,128,1792,,,
1003,SUN,C,OTB,MZZ,585,1987,1987,2,10,,1,4,,,
928,SUN,C,OTM,KRI,482,1987,1987,2,10,,26,330,,,
979,SUN,C,OTM,KRI,483,1987,1987,2,10,,83,872,,,
969,SUN,C,OTM,KRI,483,1987,1987,2,11,,106,1310,,,
996,SUN,C,OTM,KRI,584,1987,1987,2,10,,163,2155,,,
993,SUN,S,OT,MZZ,584,1987,1987,2,,,,,,,
174,CHL,C,OTM,KRI,481,1987,1987,3,9,2,,52.5,,,
469,JPN,C,OTM,KRI,481,1987,1987,3,10,7,181,1187,1576,,
474,JPN,C,OTM,KRI,482,1987,1987,3,10,3,3,7,17,,
483,JPN,C,OTM,KRI,5841,1987,1987,3,10,1,13,40,103,,
478,JPN,C,OTM,KRI,881,1987,1987,3,10,1,3,6,9,,
506,KOR,C,OTM,KRI,481,1987,1987,3,10,1,8,42.3,,,
944,SUN,C,OTB,MZZ,483,1987,1987,3,10,,226,3193,,,
954,SUN,C,OTB,MZZ,483,1987,1987,3,11,,87,1168,,,
1004,SUN,C,OTB,MZZ,585,1987,1987,3,10,,4,30,,,
929,SUN,C,OTM,KRI,482,1987,1987,3,10,,29,446,,,
935,SUN,C,OTM,KRI,482,1987,1987,3,11,,28,426,,,
980,SUN,C,OTM,KRI,483,1987,1987,3,10,,22,232,,,
970,SUN,C,OTM,KRI,483,1987,1987,3,11,,141,1625,,,
997,SUN,C,OTM,KRI,584,1987,1987,3,10,,152,1573,,,
1005,SUN,C,OTM,KRI,881,1987,1987,3,10,,2,27,,,
994,SUN,S,OT,MZZ,584,1987,1987,3,,,,,,,
1415,SUN,S,OTM,ANS,5842,1987,1987,3,10,1,3,2.8,5,,
470,JPN,C,OTM,KRI,481,1987,1987,4,10,5,54,330,468,,
605,POL,C,OTM,KRI,483,1987,1987,4,10,,23,240,,,
945,SUN,C,OTB,MZZ,483,1987,1987,4,10,,77,1084,,,
981,SUN,C,OTM,KRI,483,1987,1987,4,10,,329,3753,,,
971,SUN,C,OTM,KRI,483,1987,1987,4,11,,373,3974,,,
998,SUN,C,OTM,KRI,584,1987,1987,4,10,,143,1442,,,
1006,SUN,C,OTM,KRI,881,1987,1987,4,10,,5,48,,,
606,POL,C,OTM,KRI,483,1987,1987,5,10,,15,187,,,
946,SUN,C,OTB,MZZ,483,1987,1987,5,10,,51,642,,,
982,SUN,C,OTM,KRI,483,1987,1987,5,10,,655,8655,,,
972,SUN,C,OTM,KRI,483,1987,1987,5,11,,450,6050,,,
607,POL,C,OTM,KRI,483,1987,1987,6,10,,7,77,,,
947,SUN,C,OTB,MZZ,483,1987,1987,6,10,,56,674,,,
955,SUN,C,OTB,MZZ,483,1987,1987,6,11,,5,70,,,
983,SUN,C,OTM,KRI,483,1987,1987,6,10,,389,4752,,,
973,SUN,C,OTM,KRI,483,1987,1987,6,11,,435,5897,,,
1787,SUN,S,OTB,NOS,5844a,1987,1987,6,10,1,12,120,,,
622,POL,C,OTM,KRI,483,1987,1987,7,10,,29,300,,,
1042,SUN,C,OTB,ANI,483,1987,1987,7,11,,30,299,,,
1031,SUN,C,OTB,MZZ,483,1987,1987,7,10,,17,187,,,
1095,SUN,C,OTB,MZZ,585,1987,1987,7,10,,3,25,,,
1047,SUN,C,OTM,KRI,483,1987,1987,7,10,,368,4550,,,
1070,SUN,C,OTM,KRI,483,1987,1987,7,11,,222,2784,,,
1058,SUN,C,OTM,MZZ,483,1987,1987,7,10,,68,745,,,
1030,SUN,S,OT,ANI,483,1987,1987,7,,,,,,,
1788,SUN,S,OTB,NOS,5844a,1987,1987,7,10,2,3,48,,,
1020,SUN,S,OTM,KRI,483,1987,1987,7,,,,,,,
623,POL,C,OTM,KRI,483,1987,1987,8,10,,1,6,,,
1043,SUN,C,OTB,ANI,483,1987,1987,8,11,,67,764,,,
1032,SUN,C,OTB,MZZ,483,1987,1987,8,10,,36,385,,,
1096,SUN,C,OTB,MZZ,585,1987,1987,8,10,,33,273,,,
1048,SUN,C,OTM,KRI,483,1987,1987,8,10,,204,2647,,,
1071,SUN,C,OTM,KRI,483,1987,1987,8,11,,193,2039,,,
1059,SUN,C,OTM,MZZ,483,1987,1987,8,10,,27,306,,,
1056,SUN,C,OTM,MZZ,483,1987,1987,8,11,,2,14,,,
1275,SUN,S,OT,ANI,483,1987,1987,8,,,,,,,
1021,SUN,S,OTM,KRI,483,1987,1987,8,,,,,,,
1044,SUN,C,OTB,ANI,483,1987,1987,9,11,,95,984,,,
1033,SUN,C,OTB,MZZ,483,1987,1987,9,10,,48,564,,,
1097,SUN,C,OTB,MZZ,585,1987,1987,9,10,,4,29,,,
1049,SUN,C,OTM,KRI,483,1987,1987,9,10,,240,2946,,,
1072,SUN,C,OTM,KRI,483,1987,1987,9,11,,115,1270,,,
1060,SUN,C,OTM,MZZ,483,1987,1987,9,10,,70,869,,,
1057,SUN,C,OTM,MZZ,483,1987,1987,9,11,,1,4,,,
1276,SUN,S,OT,ANI,483,1987,1987,9,,,,,,,
1789,SUN,S,OTB,NOS,5844a,1987,1987,9,10,1,3,23,,,
1022,SUN,S,OTM,KRI,483,1987,1987,9,,,,,,,
1252,DEU,S,OTB,MZZ,481,1987,1987,10,12,1,4,8.3,17,,
273,FRA,C,OTB,TOT,586,1987,1987,10,,1,24,,,,
618,POL,C,OTB,MZZ,483,1987,1987,10,10,,6,91,,,
1045,SUN,C,OTB,ANI,483,1987,1987,10,11,,134,1348,,,
1034,SUN,C,OTB,MZZ,483,1987,1987,10,10,,57,661,,,
1098,SUN,C,OTB,MZZ,585,1987,1987,10,10,,5,44,,,
1050,SUN,C,OTM,KRI,483,1987,1987,10,10,,51,641,,,
1073,SUN,C,OTM,KRI,483,1987,1987,10,11,,44,512,,,
1061,SUN,C,OTM,MZZ,483,1987,1987,10,10,,142,1874,,,
1277,SUN,S,OT,ANI,483,1987,1987,10,,,,,,,
1790,SUN,S,OTB,NOS,5844a,1987,1987,10,10,3,21,122,,,
1851,SUN,S,OTB,NOS,5844b,1987,1987,10,10,1,2,20,,,
227,DDR,C,OTB,ANI,483,1987,1987,11,,,25,,,,
1253,DEU,S,OTB,MZZ,481,1987,1987,11,12,1,1,2,4,,
274,FRA,C,OTB,TOT,586,1987,1987,11,,1,10,,,,
615,POL,C,OTB,ANI,483,1987,1987,11,10,,1,11,,,
619,POL,C,OTB,MZZ,483,1987,1987,11,10,,38,635,,,
1046,SUN,C,OTB,ANI,483,1987,1987,11,11,,48,515,,,
1035,SUN,C,OTB,MZZ,483,1987,1987,11,10,,76,893,,,
1099,SUN,C,OTB,MZZ,585,1987,1987,11,10,,7,66,,,
1272,SUN,C,OTM,ELC,483,1987,1987,11,11,,22,277,,,
1023,SUN,C,OTM,KRI,482,1987,1987,11,11,,11,112,,,
1062,SUN,C,OTM,MZZ,483,1987,1987,11,10,,176,2218,,,
1278,SUN,S,OT,ANI,483,1987,1987,11,,,,,,,
1791,SUN,S,OTB,NOS,5844a,1987,1987,11,10,2,16,130,,,
228,DDR,C,OTB,ANI,483,1988,1987,12,,,29,,,,
1254,DEU,S,OTB,MZZ,481,1988,1987,12,12,1,4,9.3,19,,
484,JPN,C,OTM,KRI,481,1988,1987,12,10,2,3,15,17,,
489,JPN,C,OTM,KRI,482,1988,1987,12,10,1,6,36,46,,
508,KOR,C,OTM,KRI,481,1988,1987,12,10,1,21,98.8,,,
510,KOR,C,OTM,KRI,482,1988,1987,12,10,,2,6.7,,,
616,POL,C,OTB,ANI,483,1988,1987,12,10,,21,315,,,
620,POL,C,OTB,MZZ,483,1988,1987,12,10,,23,334,,,
613,POL,S,OTB,MZZ,483,1988,1987,12,10,1,,20,34,,
1268,SUN,C,OTB,GHP,483,1988,1987,12,11,,4,38,,,
1036,SUN,C,OTB,MZZ,483,1988,1987,12,10,,15,172,,,
1273,SUN,C,OTM,GHP,483,1988,1987,12,11,,10,117,,,
1024,SUN,C,OTM,KRI,482,1988,1987,12,11,,13,125,,,
1063,SUN,C,OTM,MZZ,483,1988,1987,12,10,,163,2287,,,
1279,SUN,S,OT,ANI,483,1988,1987,12,,,,,,,
1792,SUN,S,OTB,NOS,5844a,1988,1987,12,10,2,11,76,,,
1852,SUN,S,OTB,NOS,5844b,1988,1987,12,10,2,15,112,,,
1104,USA,S,OTM,MZZ,483,1988,1987,12,10,1,13,,,,
229,DDR,C,OTB,ANI,483,1988,1988,1,,,18,,,,
275,GBR,S,OTB,MZZ,483,1988,1988,1,9,1,9,,,,
485,JPN,C,OTM,KRI,481,1988,1988,1,10,7,174,1721,1583,,
490,JPN,C,OTM,KRI,482,1988,1988,1,10,1,1,2,2,,
509,KOR,C,OTM,KRI,481,1988,1988,1,10,1,12,62.3,,,
511,KOR,C,OTM,KRI,482,1988,1988,1,10,,7,41.6,,,
617,POL,C,OTB,ANI,483,1988,1988,1,10,,11,151,,,
621,POL,C,OTB,MZZ,483,1988,1988,1,10,,6,71,,,
614,POL,S,OTB,MZZ,483,1988,1988,1,10,1,,205,365,,
1269,SUN,C,OTB,GHP,483,1988,1988,1,11,,83,1152,,,
1037,SUN,C,OTB,MZZ,483,1988,1988,1,10,,58,647,,,
1008,SUN,C,OTB,NOG,482,1988,1988,1,10,,10,87,,,
1011,SUN,C,OTB,NOG,482,1988,1988,1,11,,3,32,,,
1106,SUN,C,OTM,ELC,486,1988,1988,1,10,,4,47,,,
1274,SUN,C,OTM,GHP,483,1988,1988,1,11,,25,300,,,
1014,SUN,C,OTM,KRI,482,1988,1988,1,10,,73,1041,,,
1025,SUN,C,OTM,KRI,482,1988,1988,1,11,,114,1316,,,
1089,SUN,C,OTM,KRI,5842,1988,1988,1,10,,43,479,,,
1064,SUN,C,OTM,MZZ,483,1988,1988,1,10,,121,1465,,,
1793,SUN,S,OTB,NOS,5844a,1988,1988,1,10,2,13,116,,,
1853,SUN,S,OTB,NOS,5844b,1988,1988,1,10,2,6,30,,,
1105,USA,S,OTM,MZZ,483,1988,1988,1,10,1,9,,,,
175,CHL,C,OTM,KRI,481,1988,1988,2,9,2,57,427,,,
486,JPN,C,OTM,KRI,481,1988,1988,2,10,7,187,1358,1843,,
609,POL,C,OTM,KRI,481,1988,1988,2,10,,3,27,10,,
610,POL,C,OTM,KRI,482,1988,1988,2,10,,9,84,,,
608,POL,S,OTB,MZZ,481,1988,1988,2,10,1,,17,17,,
1085,SUN,C,OT,MZZ,5842,1988,1988,2,,,,,,,
1270,SUN,C,OTB,GHP,483,1988,1988,2,11,,76,865,,,
1038,SUN,C,OTB,MZZ,483,1988,1988,2,10,,131,1514,,,
1100,SUN,C,OTB,MZZ,585,1988,1988,2,10,,4,39,,,
1009,SUN,C,OTB,NOG,482,1988,1988,2,10,,28,403,,,
1012,SUN,C,OTB,NOG,482,1988,1988,2,11,,65,742,,,
1015,SUN,C,OTM,KRI,482,1988,1988,2,10,,56,809,,,
1026,SUN,C,OTM,KRI,482,1988,1988,2,11,,143,1719,,,
1051,SUN,C,OTM,KRI,483,1988,1988,2,10,,1,6,,,
1090,SUN,C,OTM,KRI,5842,1988,1988,2,10,,76,827,,,
1093,SUN,C,OTM,KRI,5842,1988,1988,2,11,,4,39,,,
1065,SUN,C,OTM,MZZ,483,1988,1988,2,10,,153,1927,,,
1794,SUN,S,OTB,NOS,5844a,1988,1988,2,10,3,23,177,,,
1854,SUN,S,OTB,NOS,5844b,1988,1988,2,10,4,39,250,,,
1416,SUN,S,OTM,ANS,5842,1988,1988,2,10,1,3,7.8,5,,
176,CHL,C,OTM,KRI,481,1988,1988,3,9,2,4,33,,,
487,JPN,C,OTM,KRI,481,1988,1988,3,10,7,191,1396,1799,,
491,JPN,C,OTM,KRI,482,1988,1988,3,10,1,6,33,46,,
611,POL,C,OTM,KRI,482,1988,1988,3,10,,21,217,,,
1086,SUN,C,OT,MZZ,5842,1988,1988,3,,,,,,,
1271,SUN,C,OTB,GHP,483,1988,1988,3,11,,57,612,,,
1039,SUN,C,OTB,MZZ,483,1988,1988,3,10,,6,77,,,
1101,SUN,C,OTB,MZZ,585,1988,1988,3,10,,2,13,,,
1010,SUN,C,OTB,NOG,482,1988,1988,3,10,,5,44,,,
1013,SUN,C,OTB,NOG,482,1988,1988,3,11,,78,708,,,
1016,SUN,C,OTM,KRI,482,1988,1988,3,10,,77,853,,,
1027,SUN,C,OTM,KRI,482,1988,1988,3,11,,234,2344,,,
1052,SUN,C,OTM,KRI,483,1988,1988,3,10,,1,6,,,
1077,SUN,C,OTM,KRI,486,1988,1988,3,10,,1,4,,,
1091,SUN,C,OTM,KRI,5842,1988,1988,3,10,,58,656,,,
1094,SUN,C,OTM,KRI,5842,1988,1988,3,11,,22,244,,,
1066,SUN,C,OTM,MZZ,483,1988,1988,3,10,,13,132,,,
1019,SUN,C,OTM,NOG,482,1988,1988,3,11,,17,137,,,
1795,SUN,S,OTB,NOS,5844a,1988,1988,3,10,4,21,151,,,
1855,SUN,S,OTB,NOS,5844b,1988,1988,3,10,4,20,149,,,
488,JPN,C,OTM,KRI,481,1988,1988,4,10,6,99,682,1024,,
612,POL,C,OTM,KRI,482,1988,1988,4,10,,17,224,,,
1087,SUN,C,OT,MZZ,5842,1988,1988,4,,,,,,,
1266,SUN,C,OTB,ANI,482,1988,1988,4,11,,5,62,,,
1267,SUN,C,OTM,ANI,482,1988,1988,4,11,,3,34,,,
1017,SUN,C,OTM,KRI,482,1988,1988,4,10,,194,2415,,,
1028,SUN,C,OTM,KRI,482,1988,1988,4,11,,323,3425,,,
1053,SUN,C,OTM,KRI,483,1988,1988,4,10,,73,937,,,
1074,SUN,C,OTM,KRI,483,1988,1988,4,11,,138,1793,,,
1078,SUN,C,OTM,KRI,486,1988,1988,4,10,,3,38,,,
1092,SUN,C,OTM,KRI,5842,1988,1988,4,10,,50,510,,,
1067,SUN,C,OTM,MZZ,483,1988,1988,4,10,,12,147,,,
1796,SUN,S,OTB,NOS,5844a,1988,1988,4,10,2,3,53,,,
1856,SUN,S,OTB,NOS,5844b,1988,1988,4,10,3,5,43,,,
624,POL,C,OTM,KRI,483,1988,1988,5,10,,8,100,,,
1040,SUN,C,OTB,MZZ,483,1988,1988,5,10,,1,4,,,
1107,SUN,C,OTM,ELC,486,1988,1988,5,10,,6,61,,,
1018,SUN,C,OTM,KRI,482,1988,1988,5,10,,2,15,,,
1029,SUN,C,OTM,KRI,482,1988,1988,5,11,,9,84,,,
1054,SUN,C,OTM,KRI,483,1988,1988,5,10,,206,2662,,,
1075,SUN,C,OTM,KRI,483,1988,1988,5,11,,346,3791,,,
1068,SUN,C,OTM,MZZ,483,1988,1988,5,10,,17,172,,,
625,POL,C,OTM,KRI,483,1988,1988,6,10,,25,308,,,
1041,SUN,C,OTB,MZZ,483,1988,1988,6,10,,4,31,,,
1108,SUN,C,OTM,ELC,486,1988,1988,6,10,,1,8,,,
1055,SUN,C,OTM,KRI,483,1988,1988,6,10,,392,5385,,,
1076,SUN,C,OTM,KRI,483,1988,1988,6,11,,281,2998,,,
1069,SUN,C,OTM,MZZ,483,1988,1988,6,10,,45,463,,,
1797,SUN,S,OTB,NOS,5844a,1988,1988,6,10,2,35,209,,,
1857,SUN,S,OTB,NOS,5844b,1988,1988,6,10,2,18,132,,,
135,POL,C,OTM,KRI,483,1988,1988,7,10,,8,126,,,
83,SUN,C,OTB,MZZ,483,1988,1988,7,10,,8,95,,,
42,SUN,C,OTM,KRI,483,1988,1988,7,10,,605,7654,,,
33,SUN,C,OTM,KRI,483,1988,1988,7,11,,261,3314,,,
67,SUN,C,OTM,MZZ,483,1988,1988,7,10,,56,688,,,
62,SUN,C,OTM,MZZ,483,1988,1988,7,11,,80,833,,,
1858,SUN,S,OTB,NOS,5844b,1988,1988,7,10,1,3,48,,,
136,POL,C,OTM,KRI,483,1988,1988,8,10,,15,209,,,
141,POL,S,OTB,MZZ,483,1988,1988,8,10,,4,61,,,
43,SUN,C,OTM,KRI,483,1988,1988,8,10,,276,3644,,,
34,SUN,C,OTM,KRI,483,1988,1988,8,11,,234,2945,,,
68,SUN,C,OTM,MZZ,483,1988,1988,8,10,,40,419,,,
63,SUN,C,OTM,MZZ,483,1988,1988,8,11,,63,739,,,
1859,SUN,S,OTB,NOS,5844b,1988,1988,8,10,1,16,103,,,
84,SUN,C,OTB,MZZ,483,1988,1988,9,10,,2,23,,,
103,SUN,C,OTB,MZZ,5851,1988,1988,9,10,,33,369,,,
44,SUN,C,OTM,KRI,483,1988,1988,9,10,,57,718,,,
35,SUN,C,OTM,KRI,483,1988,1988,9,11,,51,599,,,
69,SUN,C,OTM,MZZ,483,1988,1988,9,10,,81,974,,,
64,SUN,C,OTM,MZZ,483,1988,1988,9,11,,118,1412,,,
112,SUN,C,LLS,TOT,483,1988,1988,10,8,,49,,,422727,
85,SUN,C,OTB,MZZ,483,1988,1988,10,10,,73,891,,,
79,SUN,C,OTB,MZZ,483,1988,1988,10,11,,150,1954,,,
104,SUN,C,OTB,MZZ,5851,1988,1988,10,10,,191,2097,,,
25,SUN,C,OTM,KRI,482,1988,1988,10,10,,11,115,,,
111,SUN,C,OTM,LXX,883,1988,1988,10,10,,28,316,,,
70,SUN,C,OTM,MZZ,483,1988,1988,10,10,,161,1988,,,
65,SUN,C,OTM,MZZ,483,1988,1988,10,11,,95,1202,,,
2,FRA,C,OTB,ANI,5851,1988,1988,11,9,1,5,38,,,
1,FRA,C,OTB,TOT,586,1988,1988,11,9,1,8,46,,,
113,SUN,C,LLS,TOT,483,1988,1988,11,8,2,19,,34,213207,
56,SUN,C,OTB,MZZ,482,1988,1988,11,10,,2,25,,,
86,SUN,C,OTB,MZZ,483,1988,1988,11,10,,64,782,,,
80,SUN,C,OTB,MZZ,483,1988,1988,11,11,,41,492,,,
105,SUN,C,OTB,MZZ,5851,1988,1988,11,10,,226,2119,,,
26,SUN,C,OTM,KRI,482,1988,1988,11,10,,48,562,,,
20,SUN,C,OTM,KRI,482,1988,1988,11,11,,22,236,,,
71,SUN,C,OTM,MZZ,483,1988,1988,11,10,,76,955,,,
1798,SUN,S,OTB,NOS,5844a,1988,1988,11,10,1,1,9,,,
1860,SUN,S,OTB,NOS,5844b,1988,1988,11,10,1,2,19,,,
3,FRA,C,OTB,ANI,5851,1989,1988,12,9,1,8,43,,,
6,JPN,C,OTM,KRI,481,1989,1988,12,10,3,28,274,260,,
11,JPN,C,OTM,KRI,482,1989,1988,12,10,1,1,2,2,,
129,POL,C,OTM,KRI,481,1989,1988,12,10,,10,152,,,
114,SUN,C,LLS,TOT,483,1989,1988,12,8,2,49,,97,289855,
57,SUN,C,OTB,MZZ,482,1989,1988,12,10,,18,211,,,
87,SUN,C,OTB,MZZ,483,1989,1988,12,10,,53,624,,,
81,SUN,C,OTB,MZZ,483,1989,1988,12,11,,8,86,,,
106,SUN,C,OTB,MZZ,5851,1989,1988,12,10,,179,1494,,,
27,SUN,C,OTM,KRI,482,1989,1988,12,10,,285,3209,,,
21,SUN,C,OTM,KRI,482,1989,1988,12,11,,136,1827,,,
36,SUN,C,OTM,KRI,483,1989,1988,12,11,,3,30,,,
72,SUN,C,OTM,MZZ,483,1989,1988,12,10,,196,2375,,,
1799,SUN,S,OTB,NOS,5844a,1989,1988,12,10,1,1,16,,,
1861,SUN,S,OTB,NOS,5844b,1989,1988,12,10,4,30,213,,,
125,CHL,C,OTM,KRI,481,1989,1989,1,10,,1,9,8,,
7,JPN,C,OTM,KRI,481,1989,1989,1,10,6,182,1837,1842,,
121,KOR,C,OTM,KRI,481,1989,1989,1,10,,15,83,,,
140,POL,C,OTB,MZZ,481,1989,1989,1,10,,3,11,,,
130,POL,C,OTM,KRI,481,1989,1989,1,10,,17,165,,,
133,POL,C,OTM,KRI,482,1989,1989,1,10,,29,379,,,
115,SUN,C,LLS,TOT,483,1989,1989,1,8,2,50,,106,530666,
53,SUN,C,OTB,MZZ,481,1989,1989,1,10,,32,373,,,
58,SUN,C,OTB,MZZ,482,1989,1989,1,10,,9,95,,,
88,SUN,C,OTB,MZZ,483,1989,1989,1,10,,65,667,,,
82,SUN,C,OTB,MZZ,483,1989,1989,1,11,,8,90,,,
107,SUN,C,OTB,MZZ,5851,1989,1989,1,10,,90,801,,,
17,SUN,C,OTM,KRI,481,1989,1989,1,10,,123,1512,,,
14,SUN,C,OTM,KRI,481,1989,1989,1,11,,38,505,,,
28,SUN,C,OTM,KRI,482,1989,1989,1,10,,122,1370,,,
22,SUN,C,OTM,KRI,482,1989,1989,1,11,,139,1617,,,
45,SUN,C,OTM,KRI,483,1989,1989,1,10,,5,51,,,
37,SUN,C,OTM,KRI,483,1989,1989,1,11,,3,32,,,
73,SUN,C,OTM,MZZ,483,1989,1989,1,10,,28,350,,,
66,SUN,C,OTM,MZZ,483,1989,1989,1,11,,45,527,,,
1800,SUN,S,OTB,NOS,5844a,1989,1989,1,10,4,37,229,,,
1862,SUN,S,OTB,NOS,5844b,1989,1989,1,10,5,91,627,,,
126,CHL,C,OTM,KRI,481,1989,1989,2,10,,28,193,316,,
4,GBR,S,JIG,SQS,483,1989,1989,2,7,2,6,,,,
5,GBR,S,OTB,MZZ,483,1989,1989,2,10,,10,,,,
8,JPN,C,OTM,KRI,481,1989,1989,2,10,7,191,1666,2075,,
122,KOR,C,OTM,KRI,481,1989,1989,2,10,,28,145,,,
124,KOR,C,OTM,KRI,482,1989,1989,2,10,,7,31,,,
131,POL,C,OTM,KRI,481,1989,1989,2,10,,14,196,,,
134,POL,C,OTM,KRI,482,1989,1989,2,10,,34,455,,,
116,SUN,C,LLS,TOT,483,1989,1989,2,8,2,29,,80,821795,
54,SUN,C,OTB,MZZ,481,1989,1989,2,10,,7,88,,,
59,SUN,C,OTB,MZZ,482,1989,1989,2,10,,11,129,,,
51,SUN,C,OTB,MZZ,482,1989,1989,2,11,,3,34,,,
108,SUN,C,OTB,MZZ,5851,1989,1989,2,10,,81,679,,,
18,SUN,C,OTM,KRI,481,1989,1989,2,10,,25,294,,,
15,SUN,C,OTM,KRI,481,1989,1989,2,11,,33,414,,,
29,SUN,C,OTM,KRI,482,1989,1989,2,10,,117,1195,,,
23,SUN,C,OTM,KRI,482,1989,1989,2,11,,135,1506,,,
46,SUN,C,OTM,KRI,483,1989,1989,2,10,,17,191,,,
74,SUN,C,OTM,MZZ,483,1989,1989,2,10,,4,41,,,
2028,SUN,S,OTB,MZZ,5842,1989,1989,2,10,,23,57.8,58,,
1801,SUN,S,OTB,NOS,5844a,1989,1989,2,10,1,1,5,,,
1863,SUN,S,OTB,NOS,5844b,1989,1989,2,10,1,22,192,,,
1417,SUN,S,OTM,ANS,5842,1989,1989,2,10,1,5,14,6,,
89,SUN,S,OTM,KRI,5842,1989,1989,2,,,,,,,
127,CHL,C,OTM,KRI,481,1989,1989,3,10,,31,229,310,,
9,JPN,C,OTM,KRI,481,1989,1989,3,10,7,135,1102,1232,,
12,JPN,C,OTM,KRI,482,1989,1989,3,10,3,16,127,156,,
123,KOR,C,OTM,KRI,481,1989,1989,3,10,,22,120,,,
132,POL,C,OTM,KRI,481,1989,1989,3,10,,17,251,,,
117,SUN,C,LLS,TOT,483,1989,1989,3,8,,134,,,941573,
55,SUN,C,OTB,MZZ,481,1989,1989,3,10,,1,4,,,
60,SUN,C,OTB,MZZ,482,1989,1989,3,10,,3,32,,,
109,SUN,C,OTB,MZZ,5851,1989,1989,3,10,,47,497,,,
19,SUN,C,OTM,KRI,481,1989,1989,3,10,,22,284,,,
16,SUN,C,OTM,KRI,481,1989,1989,3,11,,72,936,,,
30,SUN,C,OTM,KRI,482,1989,1989,3,10,,14,135,,,
24,SUN,C,OTM,KRI,482,1989,1989,3,11,,87,1056,,,
47,SUN,C,OTM,KRI,483,1989,1989,3,10,,13,135,,,
38,SUN,C,OTM,KRI,483,1989,1989,3,11,,69,804,,,
75,SUN,C,OTM,MZZ,483,1989,1989,3,10,,20,248,,,
2029,SUN,S,OTB,MZZ,5842,1989,1989,3,10,,28,124.1,103,,
1802,SUN,S,OTB,NOS,5844a,1989,1989,3,10,3,13,75,,,
1864,SUN,S,OTB,NOS,5844b,1989,1989,3,10,1,3,20,,,
31,SUN,S,OTM,KRI,483,1989,1989,3,,,,,,,
90,SUN,S,OTM,KRI,5842,1989,1989,3,,,,,,,
128,CHL,C,OTM,KRI,481,1989,1989,4,10,,10,84,107,,
10,JPN,C,OTM,KRI,481,1989,1989,4,10,5,83,745,805,,
13,JPN,C,OTM,KRI,482,1989,1989,4,10,1,3,10,14,,
137,POL,C,OTM,KRI,483,1989,1989,4,10,,11,162,,,
118,SUN,C,LLS,TOT,483,1989,1989,4,8,,89,,,692500,
61,SUN,C,OTB,MZZ,482,1989,1989,4,10,,3,29,,,
52,SUN,C,OTB,MZZ,482,1989,1989,4,11,,2,23,,,
110,SUN,C,OTB,MZZ,5851,1989,1989,4,10,,9,92,,,
48,SUN,C,OTM,KRI,483,1989,1989,4,10,,141,1779,,,
39,SUN,C,OTM,KRI,483,1989,1989,4,11,,215,2579,,,
76,SUN,C,OTM,MZZ,483,1989,1989,4,10,,33,404,,,
1803,SUN,S,OTB,NOS,5844a,1989,1989,4,10,4,32,146,,,
